city,postal_code,latitude,longitude
Eschborn,"65760
",50.1504737,8.5607767
Eschenbach in der Oberpfalz,"92676
",49.7531092,11.8294634
Eschershausen,"37632
",51.9270198,9.6376217
Eschwege,"37269
",51.1733518,10.0680632
Eschweiler,"52249
",50.8175029,6.2630894
Esens,"26427
",53.6468107,7.6118499
Espelkamp,"32339
",52.3778041,8.6157377
Essen,"45127–45359
",51.4582235,7.0158171
Esslingen am Neckar,"73728–73734
",48.7427584,9.3071685
Ettenheim,"77955
",48.2545659,7.8080276
Ettlingen,"76275, 76359
",48.9397149,8.40427
Euskirchen,"53879, 53881
",50.6612623,6.7871219
Eutin,"23701
",54.1364642,10.6159077
Falkenberg/Elster,"04895
",51.5854858,13.2435457
Falkensee,"14612
",52.5678244,13.0855621
Falkenstein/Harz,"06333 (Endorf, Neuplatendorf),06463 (Ermsleben, Meisdorf, Reinstedt),06543 (Pansfelde, Wieserode)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",51.7071447,11.3333212
Falkenstein/Vogtl.,"08223,08239 (Oberlauterbach, Trieb, Schönau)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",50.4773298,12.3691588
Fehmarn,"23769
",54.4687375,11.134084837911693
Fellbach,"70734, 70736
",48.8181556,9.278085
Felsberg,"34587
",51.1502197,9.451222
Feuchtwangen,"91555
",49.1678603,10.3313268
Filderstadt,"70794
",48.6592625,9.217870092436081
Finsterwalde,"03238
",51.6315282,13.707358
Fladungen,"97650
",50.5210371,10.1458492
Flensburg,"24937–24944
",54.7833021,9.4333264
Flöha,"09557
",50.8503529,13.0772325
Flörsheim am Main,"65439
",50.0296,8.4265
Florstadt,"61197
",50.3173479,8.8653526
Forchheim,"91301
",49.7187319,11.0595749
Forchtenberg,"74670, 74249, 74632, 74639
",49.2889174,9.5608005
Forst (Lausitz),"03149
",51.7438586,14.6455395
Frankenau,"35109–35110
",51.1068994,8.9274787
Frankenberg (Eder),"35066
",51.0771933,8.7908312
Frankenberg/Sa.,"09669
",50.9112082,13.0433344
Frankenthal (Pfalz),"67227
",49.5445804,8.3540061
Frankfurt am Main,"60306–60599, 65929–65936
",50.1106444,8.6820917
Frankfurt (Oder),"15230, 15232, 15234, 15236
",52.3412273,14.549452
Franzburg,"18461
",54.1871931,12.878125
Frauenstein,"09623
",50.8024134,13.5382248
Frechen,"50226
",50.9096219,6.8081935
Freiberg am Neckar,"71691
",48.9345539,9.1922557
Freiberg,"09599, 09596
",50.9169415,13.3428889
Freiburg im Breisgau,"79098–79117
",47.9960901,7.8494005
Freilassing,"83395
",47.8378039,12.9781408
Freinsheim,"67251, 67098Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",49.5066726,8.2108403
Freising,"85354, 85356
",48.4008273,11.7439565
Freital,"01705
",51.016265,13.6530329
Freren,"49832
",52.4858972,7.5459254
Freudenberg,"97896
",50.8983662,7.8773745
Freudenberg,"57258
",50.8983662,7.8773745
Freudenstadt,"72250
",48.4637727,8.4111727
Freyburg (Unstrut),"06632
",51.2126192,11.7696956
Freystadt,"92342
",49.1989574,11.3285933
Freyung,"94078
",48.8099603,13.5491927
Fridingen an der Donau,"78567
",48.0202558,8.9313419
Friedberg,"86316
",50.3352682,8.7539306
Friedberg (Hessen),"61169
",50.3352682,8.7539306
Friedland,"15848
",53.6716022,13.5487647
Friedland,"17098
",53.6716022,13.5487647
Friedrichroda,"99894
",50.861175,10.5639143
Friedrichsdorf,"61381
",50.2556672,8.6511395
Friedrichshafen,"88045, 88046, 88048
",47.6500279,9.4800858
Friedrichstadt,"25840
",54.3760004,9.0897716
Friedrichsthal,"66299
",49.3218763,7.0964205
Friesack,"14662
",52.7395263,12.5782641
Friesoythe,"26169
",53.0206088,7.8592307
Fritzlar,"34560
",51.131196,9.2748504
Frohburg,"04654
",51.0567105,12.5576743
Fröndenberg/Ruhr,"58730
",51.4739253,7.765505
Fulda,"36037, 36039, 36041, 36043
",50.5542328,9.6770448
Fürstenau,"49584
",52.5167872,7.6749583
Fürstenberg/Havel,"16798
",53.1844661,13.1482276
Fürstenfeldbruck,"82256
",48.1813797,11.2382125
Fürstenwalde/Spree,"15517
",52.3580209,14.064985
Fürth,"90762–90768
",49.4772475,10.9893626
Furth im Wald,"93437
",49.3081639,12.8452826
Furtwangen im Schwarzwald,"78120
",48.0512198,8.2073776
Füssen,"87629
",47.5675998,10.6993217
Gadebusch,"19205
",53.70187,11.1177362
Gaggenau,"76571
",48.8030291,8.3201799
Gaildorf,"74405
",49.0002603,9.7698525
Gammertingen,"72501
",48.2493445,9.2157336
Garbsen,"30823, 30826, 30827
",52.4276606,9.6005102
Garching bei München,"85748
",48.2513878,11.6509662
Gardelegen,"39638, 39649
",52.5266697,11.3929784
Garding,"25836
",54.3295733,8.7793889
Gartz (Oder),"16307
",53.208577,14.3914352
Garz/Rügen,"18574
",54.3195842,13.3516021
Gau-Algesheim,"55435
",49.9580426,8.0130518
Gebesee,"99189
",51.1167,10.9333
Gedern,"63688
",50.4051,9.2135
Geesthacht,"21502
",53.4374683,10.3678235
Geestland,"27607, 27624
",53.6291019,8.771899546032046
Gefell,"07926
",50.4442406,11.8409686
Gefrees,"95482, 95236
",50.0958031,11.7402417
Gehrden,"30989
",52.313508,9.6008438
Geilenkirchen,"52511
",50.963605,6.1199802
Geisa,"36419
",50.7144688,9.9498496
Geiselhöring,"94333
",48.8258853,12.3926046
Geisenfeld,"85290
",48.683404,11.6124731
Geisenheim,"65366,65385 (Am Rüdesheimer Hafen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",49.9863945,7.96852
Geisingen,"78187
",47.922968,8.6491814
Geislingen,"72351
",48.2886289,8.8135495
Geislingen an der Steige,"73312
",48.6218033,9.8372796
Geithain,"04643
",51.0651044,12.679050893791745
Geldern,"47608
",51.5169736,6.3228189
Gelnhausen,"63571, 63589
",50.2028622,9.190486
Gelsenkirchen,"45879–45899
",51.5110321,7.0960124
Gemünden am Main,"97737
",50.0557181,9.6910162
Gemünden (Wohra),"35285
",50.9768868,8.9686345
Gengenbach,"77723
",48.4035425,8.0153059
Genthin,"39291 (Ringelsdorf, Schopsdorf),39307 (Genthin, Gladau, Mützel, Paplitz, Parchen, Tucheim)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",52.4063738,12.1561742
Georgsmarienhütte,"49124
",52.2,8.05
Gera,"07545–07557
",50.8772301,12.0796208
Gerabronn,"74582, 74585
",49.2498124,9.9229743
Gerbstedt,"06347
",51.6186924,11.6366979
Geretsried,"82538
",47.8646925,11.479351
Geringswalde,"09326
",51.0760493,12.9048523
Gerlingen,"70839
",48.7983947,9.0624386
Germering,"82110
",48.1340035,11.3657306
Germersheim,"76726
",49.2222749,8.36659
Gernsbach,"76593
",48.7636394,8.3379924
Gernsheim,"64579
",49.7466,8.5112
Gerolstein,"54568
",50.2234404,6.6618586
Gerolzhofen,"97447
",49.9003568,10.3487749
Gersfeld (Rhön),"36129
",50.4497667,9.8943709
Gersthofen,"86368
",48.4248151,10.8778564
Gescher,"48712
",51.956874,7.0038803
Geseke,"59590
",51.6395322,8.512578
Gevelsberg,"58285
",51.3207417,7.3404792
Geyer,"09468
",50.623596,12.9249831
Giengen an der Brenz,"89537, 89522
",48.624521,10.243032
Gießen,"35390, 35392, 35394, 35396, 35398
",50.5862066,8.6742306
Gifhorn,"38518
",52.57806125,10.661344801415442
Ginsheim-Gustavsburg,"65462
",49.9845346,8.3254964
Gladbeck,"45964, 45966, 45968
",51.5718665,6.9877343
Gladenbach,"35075
",50.7692091,8.5812577
Glashütte,"01768
",50.8502095,13.7766767
Glauchau,"08371
",50.8199031,12.5397873
Glinde,"21509
",53.5411468,10.213583
Glücksburg (Ostsee),"24960
",54.84544485,9.562033402693672
Glückstadt,"25348
",53.787927,9.4238157
Gnoien,"17179
",53.9703915,12.7054032
Goch,"47574
",51.6755765,6.1593045
Goldberg,"19399
",53.5902655,12.0883101
Goldkronach,"95497
",50.0098461,11.6870938
Golßen,"15938
",51.9709352,13.6045078
Gommern,"39175 (Menz, Wahlitz),39245 (Dannigkow, Gommern),39264 (Dornburg, Lübs, Prödel),39279 (Ladeburg, Leitzkau),39291 (Karith, Nedlitz, Vehlitz)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",52.0739555,11.8307231
Göppingen,"73033, 73035, 73037, 73116
",48.7031377,9.6541116
Görlitz,"02826–02828
",51.1563185,14.991018
Goslar,"38640, 38642, 38644, 38690
",51.9059936,10.4266284
Gößnitz,"04639
",50.889108,12.431532
Gotha,"99867
",50.9494849,10.7014435
Göttingen,"37001–37099
",51.5328328,9.9351811
Grabow,"19300
",53.2789153,11.5625238
Grafenau,"94481, 94568
",48.8576397,13.3938284
Gräfenberg,"91322
",49.6460001,11.2483425
Gräfenhainichen,"06772, 06773
",51.7309112,12.4588675
Gräfenthal,"98743
",50.525919,11.3058452
Grafenwöhr,"92655
",49.7200881,11.9066277
Grafing bei München,"85567
",48.0502855,11.9661337
Gransee,"16775
",53.0072783,13.1588685
Grebenau,"36323
",50.7302717,9.4369168
Grebenstein,"34393
",51.4474181,9.414293
Greding,"91171
",49.045989,11.3525826
Greifswald,"17489, 17491, 17493
",54.095791,13.3815238
Greiz,"07973
",50.7783814,12.0763533
Greußen,"99718
",51.2283518,10.9481696
Greven,"48268
",52.0929254,7.6120326
Grevenbroich,"41515, 41516, 41517
",51.0905783,6.5835365
Grevesmühlen,"23936
",53.8644705,11.1898839
Griesheim,"64347
",49.8615899,8.5762043
Grimma,"04668
",51.2383379,12.7287511
Grimmen,"18507
",54.1127844,13.0429152
Gröditz,"01609
",51.4121605,13.4473168
Groitzsch,"04539
",51.15,12.2833
Gronau (Leine),"31028
",52.0834226,9.7821978
Gronau (Westf.),"48599
",52.2085731,7.0264443
Gröningen,"39397
",51.9363717,11.2166312
Großalmerode,"37247
",51.2440301,9.80537
Groß-Bieberau,"64401,64395 (Hippelsbach)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",49.7902515,8.8161036
Großbottwar,"71723
",49.001316,9.2930138
Großbreitenbach,"98701
",50.5806039,11.004454
Großenhain,"01558
",51.2911845,13.5317153
Groß-Gerau,"64501–64521
",49.914,8.4657
Großräschen,"01983
",51.5883265,14.0123136
Großröhrsdorf,"01900
",51.1456848,14.0199103
Großschirma,"09603
",50.9664763,13.2784375
Groß-Umstadt,"64823
",49.86477,8.95669
Grünberg,"35305
",50.5913238,8.9603407
Grünhain-Beierfeld,"08344
",50.5689729,12.7955534
Grünsfeld,"97947
",49.6082782,9.7447803
Grünstadt,"67269
",49.5653661,8.1634571
Guben,"03172
",51.9503235,14.7153567
Gudensberg,"34281
",51.1879395,9.3673288
Güglingen,"74363
",49.0668087,8.9999838
Gummersbach,"51643, 51645, 51647
",51.0277658,7.5630545
Gundelfingen an der Donau,"89423
",48.552433,10.3675015
Gundelsheim,"74831
",49.2844,9.16194
Günzburg,"89312
",48.4539028,10.2785509
Gunzenhausen,"91710
",49.1147095,10.7545933
Güsten,"39439
",51.7947764,11.6078635
Güstrow,"18273
",53.7936523,12.1759661
Gütersloh,"33330–33335, 33311
",51.9063997,8.3782078
Gützkow,"17506
",53.9378689,13.4100305
Haan,"42781
",51.1954956,7.0085328
Hachenburg,"57627
",50.6627538,7.8253173
Hadamar,"65589
",50.4494908,8.048833
Hagen,"58089–58099, 58119, 58135
",51.3582945,7.473296
Hagenbach,"76767
",49.0196679,8.247413
Hagenow,"19230
",53.4305796,11.1904828
Haiger,"35708
",50.7420214,8.2039451
Haigerloch,"72401
",48.3675198,8.7985138
Hainichen,"09661
",50.9725862,13.1229747
Haiterbach,"72221
",48.5250249,8.6472766
Halberstadt,"38820, 38822, 38895Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",51.8953514,11.0520563
Haldensleben,"39340,39343 (Hundisburg, Süplingen),39345 (Gut Detzel, Hütten, Satuelle, Schloss Detzel, Uthmöden, Wedringen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",52.2911243,11.4132719
Halle (Saale),"06108–06132
",51.4825041,11.9705452
Halle (Westf.),"33790
",52.0603847,8.3615861
Hallenberg,"59969
",51.1096147,8.6201021
Hallstadt,"96103
",49.928801,10.8754637
Haltern am See,"45721
",51.7430516,7.187221
Halver,"58553
",51.1874423,7.4987312
Hamburg,"20095–21149,22041–22769,27499
",53.550341,10.000654
Hameln,"31785, 31787, 31789
",52.1039941,9.3561569
Hamm,"59063–59077
",51.6804093,7.815197
Hammelburg,"97762
",50.1159826,9.8932996
Hamminkeln,"46499
",51.7306922,6.590865
Hanau,"63450, 63452, 63454, 63456, 63457
",50.132881,8.9169797
Hannover,"30159–30179,30419–30669Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",52.3744779,9.7385532
Hann. Münden,"34346
",51.4161908,9.6550096
Harburg (Schwaben),"86655
",48.7856056,10.692743
Hardegsen,"37181
",51.6528043,9.8322034
Haren (Ems),"49733
",52.7905619,7.2400267
Harsewinkel,"33428
",51.9617153,8.2252425
Hartenstein,"08118
",50.6618358,12.6712469
Hartha,"04746
",51.0984539,12.9715576
Harzgerode,"06493
",51.6381169,11.1465703
Haselünne,"49740
",52.6718718,7.4830538
Haslach im Kinzigtal,"77716
",48.2769011,8.0871643
Haßfurt,"97437
",50.0318698,10.5065562
Hattersheim am Main,"65795
",50.056,8.4819
Hattingen,"45525, 45527, 45529
",51.4007175,7.1862486
Hatzfeld (Eder),"35116
",50.9847904,8.5630273
Hausach,"77756
",48.2836305,8.174972
Hauzenberg,"94051
",48.6551971,13.6276784
Havelberg,"39539
",52.8250425,12.0741929
Havelsee,"14778, 14798
",52.4913976,12.4595798
Hayingen,"72534
",48.2751679,9.4781135
Hechingen,"72379
",48.3525529,8.9642047
Hecklingen,"39444
",51.8485211,11.5345948
Heide,"25746
",54.1948456,9.0929015
Heideck,"91180
",49.1337637,11.124544
Heidelberg,"69115–69126
",49.4093582,8.694724
Heidenau,"01801–01809
",50.9735851,13.8753917
Heidenheim an der Brenz,"89518, 89520, 89522
",48.6767637,10.152923
Heilbad Heiligenstadt,"37308
",51.3756186,10.138224
Heilbronn,"74072–74081
",49.142291,9.218655
Heiligenhafen,"23774
",54.3717445,10.9809235
Heiligenhaus,"42579
",51.32658,6.9710401
Heilsbronn,"91560
",49.3378853,10.7887166
Heimbach,"52396
",49.6141458,7.2481879
Heimsheim,"71296
",48.8058986,8.8619207
Heinsberg,"52525
",51.0654268,6.0984461
Heitersheim,"79423
",47.8736185,7.6580337
Heldburg,"98663
",50.2808914,10.7448265
Helmbrechts,"95233
",50.2349797,11.7163126
Helmstedt,"38350, 38372Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",52.2277037,11.0104702
Hemau,"93155
",49.0517889,11.7824249
Hemer,"58675
",51.3854116,7.7661798
Hemmingen,"30966
",52.3212183,9.7454815
Hemmoor,"21745
",53.6886857,9.1595122
Hemsbach,"69502
",49.5919545,8.6460261
Hennef (Sieg),"53773
",50.7754417,7.2847945
Hennigsdorf,"16761
",52.6375777,13.2057511
Heppenheim (Bergstraße),"64646
",49.6416143,8.6333327
Herbolzheim,"79336
",48.2198805,7.7769882
Herborn,"35745
",50.6832181,8.3031361
Herbrechtingen,"89542
",48.6226932,10.1761696
Herbstein,"36358
",50.5608868,9.3804574
Herdecke,"58313
",51.4001119,7.4330062
Herdorf,"57562
",50.7788397,7.9514498
Herford,"32049, 32051, 32052
",52.1152245,8.6711118
Heringen/Helme,"99765
",51.46396755,10.895028413172586
Heringen (Werra),"36266
",50.8868593,9.9746798
Hermeskeil,"54411
",49.6554515,6.9481877
Hermsdorf,"07629
",50.897952,11.8567132
Herne,"44623–44629,44649–44653Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",51.5380394,7.219985
Herrenberg,"71083
",48.5956244,8.8671496
Herrieden,"91567
",49.2360696,10.4979141
Herrnhut,"02747 (Berthelsdorf, Großhennersdorf, Herrnhut, Rennersdorf, Strahwalde)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",51.000640950000005,14.716045782436524
Hersbruck,"91217
",49.5085843,11.4285065
Herten,"45699, 45701
",51.5942009,7.1368071
Herzberg am Harz,"37412, 37434
",51.6565219,10.3428415
Herzberg (Elster),"04916
",51.6924078,13.2358585
Herzogenaurach,"91074
",49.5710376,10.8815262
Herzogenrath,"52134
",50.8684545,6.0950514
Hessisch Lichtenau,"37230–37235
",51.1927404,9.7517183
Hessisch Oldendorf,"31840, 31833
",52.1698382,9.2506531
Hettingen,"72513, 72419, 72501
",48.2169103,9.2317078
Hettstedt,"06333
",51.6500047,11.4999986
Heubach,"73540
",48.7913507,9.9363623
Heusenstamm,"63150
",50.0537652,8.8236013
Hilchenbach,"57271
",50.9935863,8.107365
Hildburghausen,"98646
",50.4266327,10.7300263
Hilden,"40721, 40723, 40724
",51.1674417,6.9307271
Hildesheim,"31134–31141
",52.1521636,9.9513046
Hillesheim,"54576
",50.2916705,6.6680009
Hilpoltstein,"91161
",49.188964,11.1892243
Hirschau,"92242
",49.5445912,11.9464314
Hirschberg,"07927
",50.3781716,7.9223613
Hirschhorn (Neckar),"69434,64757 (Unter-Hainbrunn),69412 (Igelsbach)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",49.461,8.8974
Hitzacker (Elbe),"29456
",53.1512116,11.0440938
Hochheim am Main,"65239
",50.0277,8.3587
Höchstadt an der Aisch,"91315
",49.7046173,10.8077534
Höchstädt an der Donau,"89420
",48.6114313,10.5670984
Hockenheim,"68766
",49.3188892,8.5475467
Hof,"95028, 95030, 95032
",50.3219015,11.9178807
Hofgeismar,"34369
",51.4972178,9.4280731
Hofheim am Taunus,"65719
",50.09494,8.42285
Hofheim in Unterfranken,"97461
",50.1366915,10.5231727
Hohenberg an der Eger,"95691
",50.0970494,12.2232841
Hohenleuben,"07958
",50.7103628,12.0519044
Hohenmölsen,"06679
",51.1573976,12.0981844
Hohen Neuendorf,"16540, 16556, 16562
",52.6732755,13.2807255
Hohenstein-Ernstthal,"09337
",50.8021139,12.7072907
Hohnstein,"01848
",50.9797836,14.1111221
Höhr-Grenzhausen,"56203
",50.438904,7.6703879
Hollfeld,"96142
",49.9389862,11.2918916
Holzgerlingen,"71088
",48.6392119,9.0115732
Holzminden,"37603
",51.8989989,9.5741099
Homberg (Efze),"34576
",51.0117227,9.4048406
Homberg (Ohm),"35315
",50.7274933,8.997847
Homburg,"66424, 66421 (Universitätsklinikum des Saarlandes)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",49.3181673,7.3340336
Horb am Neckar,"72160
",48.4447943,8.6914794
Hornbach,"66500
",49.1875373,7.3687796
Horn-Bad Meinberg,"32805
",51.8801277,8.9731695
Hornberg,"78132
",48.2128411,8.2316356
Hörstel,"48477
",52.2973664,7.5862462
Horstmar,"48612
",52.0811414,7.3034425
Höxter,"37671
",51.7938902,9.348855
Hoya,"27318
",52.8065,9.13957
Hoyerswerda,"02977
",51.4333103,14.250083
Hückelhoven,"41836
",51.0552368,6.2247322
Hückeswagen,"42499
",51.1504872,7.3413999
Hüfingen,"78183
",47.9269484,8.4892187
Hünfeld,"36088
",50.65546,9.7764627
Hungen,"35410
",50.4696168,8.9171014
Hürth,"50354
",50.8807379,6.876568
Husum,"25813
",54.4853638,9.0538156
Ibbenbüren,"49477, 49479
",52.2774772,7.7151417
Ichenhausen,"89335
",48.3712746,10.3071082
Idar-Oberstein,"55743
",49.7107134,7.3136563
Idstein,"65510
",50.2212764,8.269554
Illertissen,"89257
",48.221764,10.1058969
Ilmenau,"98693, 98694
",50.6867695,10.9142385
Ilsenburg (Harz),"38871
",51.8667349,10.6831785
Ilshofen,"74532
",49.170072,9.9186069
Immenhausen,"34376
",51.4194918,9.5093272
Immenstadt im Allgäu,"87509
",47.561006,10.2201663
Ingelfingen,"74653
",49.3014449,9.6513353
Ingelheim am Rhein,"55216, 55218, 55262, 55263
",49.9752749,8.0547274
Ingolstadt,"85049–85057
",48.7630165,11.4250395
Iphofen,"97346
",49.7042096,10.2607784
Iserlohn,"58636–58644
",51.3746778,7.6999713
Isny im Allgäu,"88316
",47.6925666,10.039203
Isselburg,"46419
",51.8344194,6.4614134
Itzehoe,"25524
",53.919448,9.5172441
Jarmen,"17126
",53.9221033,13.3374416
Jena,"07743–07751
",50.9281717,11.5879359
Jerichow,"39307 (Brettin, Demsin, Kade, Karow, Klitsche, Roßdorf, Schlagenthin, Zabakuck),39319 (Jerichow, Nielebock, Redekin, Wulkow)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",52.4976362,12.0257528
Jessen (Elster),"06917
",51.7931158,12.9590741
Jever,"26441
",53.5736426,7.9020696
Joachimsthal,"16247
",52.9770643,13.7453282
Johanngeorgenstadt,"08349
",50.4310567,12.7146849
Jöhstadt,"09477
",50.5142346,13.0900195
Jüchen,"41363
",51.1017138,6.5036893
Jülich,"52428
",50.9220931,6.3611015
Jüterbog,"14913
",51.9916493,13.0801128
Kaarst,"41564
",51.226675,6.6193924
Kahla,"07768
",50.8025663,11.5877025
Kaisersesch,"56759
",50.2307994,7.1404855
Kaiserslautern,"67655, 67657, 67659, 67661, 67663
",49.4432174,7.7689951
Kalbe (Milde),"39624
",52.68984275,11.35214931247642
Kalkar,"47546
",51.7388793,6.2927546
Kaltenkirchen,"24568
",53.8371714,9.9614889
Kaltennordheim,"36452
",50.6262716,10.1582897
Kamen,"59174
",51.5918019,7.6616804
Kamenz,"01917
",51.270139,14.0948628
Kamp-Lintfort,"47475
",51.5017981,6.547923
Kandel,"76870
",49.0809754,8.1970699
Kandern,"79400
",47.714697,7.6610865
Kappeln,"24376, 24404Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",54.6641769,9.9317595
Karben,"61184
",50.2313417,8.7717673
Karlsruhe,"76131–76229
",49.0068705,8.4034195
Karlstadt,"97753
",49.9616823,9.7655121
Kassel,"34117–34134, 34355Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",51.3154546,9.4924096
Kastellaun,"56288
",50.0713361,7.4422325
Katzenelnbogen,"56368
",50.2676224,7.9768379
Kaub,"56349
",50.0880512,7.7620909
Kaufbeuren,"87600
",47.8803788,10.622246
Kehl,"77694
",48.5728929,7.8109768
Kelbra (Kyffhäuser),"06537
",51.4342602,11.0395838
Kelheim,"93309
",48.9187285,11.8727886
Kelkheim (Taunus),"65779
",50.14442905,8.443913314102563
Kellinghusen,"25548
",53.949549,9.7188996
Kelsterbach,"65451
",50.065151,8.5296632
Kemberg,"06901
",51.7735933,12.6358905
Kemnath,"95478
",49.8581156,11.9355154
Kempen,"47906
",51.3642126,6.4195011
Kempten (Allgäu),"87435, 87437, 87439
",47.7267063,10.3168835
Kenzingen,"79341
",48.1918267,7.7689368
Kerpen,"50169, 50170, 50171
",50.3097609,6.7293316
Ketzin/Havel,"14669
",52.4769264,12.8443972
Kevelaer,"47623–47627
",51.5802996,6.2456273
Kiel,"24103–24118,24143–24149, 24159Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",54.3227085,10.135555
Kierspe,"58566
",51.1278531,7.6006513
Kirchberg,"08107
",49.9431629,7.4083878
Kirchberg an der Jagst,"74592
",49.2044838,9.9817296
Kirchberg (Hunsrück),"55481
",49.9330554,7.354767906096335
Kirchen (Sieg),"57548
",50.8081255,7.87987
Kirchenlamitz,"95158, 95100
",50.1515445,11.9502926
Kirchhain,"35274
",50.826987700000004,8.927593310210382
Kirchheimbolanden,"67292
",49.6644306,8.0107385
Kirchheim unter Teck,"73230
",48.6480545,9.4510227
Kirn,"55606
",49.7861037,7.4584035
Kirtorf,"36320,36326 (Dammeshof, Dammesmühle)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",50.7683479,9.1061031
Kitzingen,"97318
",49.7339751,10.161216
Kitzscher,"04567
",51.1645029,12.5529858
Kleve,"47533
",51.79869275,6.1449935248722
Klingenberg am Main,"63911
",49.7824102,9.1827765
Klingenthal,"08248, 08267Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",50.3581046,12.4678923
Klötze,"38486
",52.6276465,11.165058
Klütz,"23948,23946 (Tarnewitzerhagen)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",53.9668696,11.1656678
Knittlingen,"75438
",49.0239269,8.7579461
Koblenz,"56068–56077
",50.3533278,7.5943951
Kolbermoor,"83059
",47.8556623,12.0595795
Kölleda,"99625
",51.1880844,11.2443392
Köln,"50667–51149
",50.938361,6.959974
Königsberg in Bayern,"97486
",50.0818105,10.570198
Königsbrück,"01936
",51.2637467,13.9028337
Königsbrunn,"86343
",48.2679546,10.8883816
Königsee,"07426
",50.669550650000005,11.106074272698176
Königslutter am Elm,"38154
",52.2499307,10.8171691
Königstein im Taunus,"61462
",50.1818833,8.465271
Königstein (Sächsische Schweiz),"01824
",50.9064119,14.0814102
Königswinter,"53639
",50.6739719,7.1930989
Königs Wusterhausen,"15711–15713
",52.2994511,13.6244389
Könnern,"06420
",51.6706514,11.7713656
Konstanz,"78462, 78464, 78465, 78467
",47.659216,9.1750718
Konz,"54329
",49.6984949,6.5736454
Korbach,"34497, 34513
",51.2559045,8.8426963
Korntal-Münchingen,"70825
",48.8432607,9.1068611
Kornwestheim,"70806, 71638
",48.8611498,9.1873875
Korschenbroich,"41352
",51.1902651,6.5143539
Köthen (Anhalt),"06366, 06369, 06388Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",51.751033,11.973698
Kraichtal,"76703
",49.1319246,8.7375729
Krakow am See,"18292
",53.6499594,12.266794
Kranichfeld,"99446–99448
",50.8526515,11.1998899
Krautheim,"74238
",49.387467,9.6356995
Krefeld,"47798–47809, 47829, 47839
",51.3331205,6.5623343
Kremmen,"16766
",52.7604941,13.0294822
Krempe,"25361
",53.8360392,9.489977
Kreuztal,"57223
",50.9598627,7.9896202
Kronach,"96317
",50.2397846,11.3277669
Kronberg im Taunus,"61476
",50.19075865,8.518299311240092
Kröpelin,"18236
",54.0720121,11.7936085
Kroppenstedt,"39397
",51.9416648,11.3085172
Krumbach (Schwaben),"86381
",48.2433959,10.3634009
Kühlungsborn,"18225
",54.1483764,11.7441876
Kulmbach,"95326
",50.1008448,11.4479149
Külsheim,"97900
",49.6692886,9.5216706
Künzelsau,"74653
",49.2803765,9.6901512
Kupferberg,"95362
",50.1391777,11.5766311
Kuppenheim,"76456
",48.8272323,8.2545743
Kusel,"66869
",49.5399844,7.4008479
Kyllburg,"54655
",50.041096,6.5922224
Kyritz,"16866
",52.9430648,12.3966896
Laage,"18299
",53.9258806,12.3501625
Laatzen,"30880
",52.3077423,9.8132829
Ladenburg,"68526
",49.4724349,8.6106455
Lage,"32791
",51.9914084,8.7919583
Lahnstein,"56112
",50.3090305,7.6044602
Lahr/Schwarzwald,"77933
",48.338896,7.8710825
Laichingen,"89150
",48.4896773,9.6861474
Lambrecht (Pfalz),"67466
",49.3693393,7.977218595021119
Lampertheim,"68623
",49.6239449,8.4093474
Landau an der Isar,"94405
",48.6728826,12.6941291
Landau in der Pfalz,"76829,76857 (Taubensuhl)Vorlage:Infobox Gemeinde in Deutschland/Wartung/PLZ enthält Text
",49.1982825,8.1123441
Landsberg am Lech,"86899, 86932
",48.0514973,10.8737728
Landsberg,"06188
",48.0514973,10.8737728
Landshut,"84028–84036
",48.536217,12.1516551
Landstuhl,"66849
",49.4143311,7.5722301
